LOGIN,IP,PUERTO,ESTADO_ELEMENTO,ESTADO_SERVICIO
emplecans_m,172.22.101.252,xdsl 16,HABILITADO,Activo
uiomysticf,172.30.249.166,xdsl 16,HABILITADO,Activo
pinnaordo_m,172.24.30.254,xdsl 37,HABILITADO,Cancel
quemimueckayc,172.22.41.254,xdsl 6,HABILITADO,Activo
quemkkurev,172.22.21.252,xdsl 31,HABILITADO,Activo
LIBRE,172.25.3.254,xdsl 41,BLOQUEADO,In-Corte
LIBRE,172.16.24.251,xdsl 11,BLOQUEADO,In-Corte
mancrandr_m,172.28.50.254,xdsl 44,HABILITADO,Activo
milbapluasb_m4,172.16.22.253,xdsl 5,HABILITADO,Activo
vinvscere,172.25.1.252,xdsl 26,HABILITADO,Activo
cayvillo,172.30.250.3,xdsl 27,HABILITADO,Activo
milsipare_m8,172.16.21.254,xdsl 48,HABILITADO,Activo
milmcminiguanor1,172.16.57.254,xdsl 43,HABILITADO,Activo
LIBRE,172.25.1.254,xdsl 18,BLOQUEADO,In-Corte
trodalandinm_m,10.114.10.254,xdsl 9,HABILITADO,Activo
vinjmcoel,172.25.6.254,xdsl 25,HABILITADO,Activo
porrching_m,172.29.70.254,xdsl 20,HABILITADO,Activo
pinmgespina3_m,172.24.32.254,xdsl 38,HABILITADO,Activo
queimporp_m,172.22.52.253,xdsl 14,HABILITADO,Activo
vinjlguad,172.25.2.254,xdsl 15,HABILITADO,Activo
empowalon_m,172.22.101.254,xdsl 39,HABILITADO,Activo
queasmoreirah,172.22.66.254,xdsl 15,HABILITADO,Activo
queaxteranv,172.22.29.254,xdsl 16,HABILITADO,Activo
jippmpinc,172.21.26.254,xdsl 26,HABILITADO,Activo
pinalpard_m,172.24.32.253,xdsl 9,HABILITADO,Activo
milpcsoli_m4,172.16.63.254,xdsl 11,HABILITADO,Activo
jiphjbaqu,172.21.37.254,xdsl 5,HABILITADO,Cancel
manlemoreir_m,172.28.125.252,xdsl 7,HABILITADO,Cancel
vinamrodrig,172.25.2.252,xdsl 10,HABILITADO,Activo
vintjpena,172.25.1.253,xdsl 3,HABILITADO,Activo
paljscoel,172.25.8.254,xdsl 2,HABILITADO,Cancel
milsmvalv_m6,172.16.21.245,xdsl 38,HABILITADO,Activo
manczabala,172.28.112.246,xdsl 3,HABILITADO,Activo
milcnplacenci_m,172.16.24.253,xdsl 44,HABILITADO,Activo
quetshungc,172.22.44.254,xdsl 13,HABILITADO,Activo
queccpalm_m,172.22.56.253,xdsl 4,HABILITADO,Activo
zarleagui_m,172.24.66.254,xdsl 30,HABILITADO,Activo
saljaalav_m,172.18.58.254,xdsl 41,HABILITADO,Activo
vinimzamoram,172.25.5.254,xdsl 13,HABILITADO,In-Corte
trojalabord,10.114.5.254,xdsl 46,HABILITADO,Activo
pinsbjaramill_m,172.24.34.253,xdsl 46,HABILITADO,Activo
trojcgilerv,10.114.4.254,xdsl 3,HABILITADO,Activo
liblisboacorp_m,172.18.52.254,xdsl 30,HABILITADO,Activo
uiovearte,172.30.254.167,xdsl 38,HABILITADO,Cancel
vinvmwongm_m,172.25.2.253,xdsl 46,HABILITADO,Activo
manlalava_m,172.28.86.251,xdsl 42,HABILITADO,Cancel
gyejcpila,172.17.106.254,xdsl 33,HABILITADO,Activo
mangleon,172.28.34.254,xdsl 42,HABILITADO,Activo
quemcprad,172.22.54.254,xdsl 3,HABILITADO,Activo
pordglang,172.29.21.253,xdsl 11,HABILITADO,Activo
mancatubayc,172.28.75.254,xdsl 14,HABILITADO,Activo
yagmaorte_m,172.16.106.254,xdsl 29,HABILITADO,Cancel
LIBRE,172.25.4.254,xdsl 3,BLOQUEADO,In-Corte
yaggpveram,172.16.106.253,xdsl 7,HABILITADO,Activo
quejmlozanoc,172.22.52.254,xdsl 38,HABILITADO,Activo
jiprjgonz,172.21.32.253,xdsl 31,HABILITADO,Activo
strwshaoy_m,172.20.40.254,xdsl 27,HABILITADO,Activo
stlferodr_m,172.18.56.254,xdsl 18,HABILITADO,Activo
jipsptoal,172.21.35.254,xdsl 23,HABILITADO,Activo
balzigilc,172.26.3.254,xdsl 1,HABILITADO,Cancel
tromapala,10.114.13.254,xdsl 12,HABILITADO,Activo
jipyaquimiss_m,172.21.21.253,xdsl 44,HABILITADO,Activo
dureemuri_m,172.17.133.254,xdsl 22,HABILITADO,Activo
zarhocall_m,172.24.64.254,xdsl 34,HABILITADO,Activo
emppearau_m,172.22.103.254,xdsl 12,HABILITADO,Activo
pormmvillavice,172.29.58.254,xdsl 48,HABILITADO,Activo
queraball,172.22.56.254,xdsl 30,HABILITADO,Activo
porgspark,172.29.98.254,xdsl 20,HABILITADO,Activo
milsbsig_m4,172.16.54.254,xdsl 1,HABILITADO,Activo
salca_m,172.18.63.254,xdsl 6,HABILITADO,Activo
milwpcolchae1,172.16.21.241,xdsl 34,HABILITADO,Activo
queragonz,172.22.53.254,xdsl 21,HABILITADO,Activo
balaespinoz,172.26.2.253,xdsl 47,HABILITADO,Activo
manolpinargoter,172.28.34.249,xdsl 47,HABILITADO,Activo
uiojatorr_m,172.30.249.35,xdsl 6,HABILITADO,Activo
quejmhida,172.22.68.254,xdsl 3,HABILITADO,Activo
uiotbratt,172.30.251.84,xdsl 45,HABILITADO,Activo
trocaastu,10.114.6.254,xdsl 41,HABILITADO,Activo
uiojfsori_m,172.30.251.82,xdsl 38,HABILITADO,Activo
macdjsanc_m,172.20.20.254,xdsl 46,HABILITADO,Cancel
tromamurilloj,10.114.9.253,xdsl 19,HABILITADO,Cancel
uiopsnaul,172.30.254.92,xdsl 20,HABILITADO,Cancel
uiooneerfeld,172.30.249.86,xdsl 1,HABILITADO,Activo
tritemendozam,10.114.1.254,xdsl 15,HABILITADO,Activo
trodjpati_m,10.114.4.253,xdsl 5,HABILITADO,Activo
porbmrodr_m,172.29.30.254,xdsl 23,HABILITADO,Activo
LIBRE,172.23.24.254,xdsl 32,HABILITADO,In-Corte
uiocipazm,172.30.249.226,xdsl 26,HABILITADO,Activo
macmamoral_m,172.20.36.254,xdsl 19,HABILITADO,Activo
uiogtsimbanam,172.30.252.139,xdsl 9,HABILITADO,Activo
uiourbapark,172.30.249.4,xdsl 17,HABILITADO,Activo
empdsmons,172.22.102.254,xdsl 9,HABILITADO,Activo
uiomditurralde,172.30.249.147,xdsl 41,HABILITADO,Activo
queaavill,172.22.37.254,xdsl 12,HABILITADO,Activo
emphmcarr_m,172.22.100.254,xdsl 11,HABILITADO,Activo
bbhrchaca_m,172.23.29.254,xdsl 9,HABILITADO,Cancel
mangcrami_m,172.28.40.61,xdsl 5,HABILITADO,Cancel
gyecompadig,172.27.151.254,xdsl 6,HABILITADO,Activo
trifbcabr_m,10.114.11.254,xdsl 42,HABILITADO,Activo
gyeatotto,172.17.17.62,xdsl 19,HABILITADO,Activo
salcffier_m,172.18.41.254,xdsl 40,HABILITADO,Activo
manmebenavid_m,172.28.21.254,xdsl 3,HABILITADO,Activo
jiprdloora_m,172.21.21.254,xdsl 12,HABILITADO,Activo
uiobcguerrab,172.30.251.87,xdsl 33,HABILITADO,Activo
macntjime_m,172.20.62.254,xdsl 7,HABILITADO,Cancel
LIBRE,172.30.252.82,xdsl 11,BLOQUEADO,In-Corte
troeaarevalov,10.114.9.254,xdsl 35,HABILITADO,Activo
uioeadousdebes,172.30.251.24,xdsl 3,HABILITADO,Activo
pordkmarcil,172.29.30.254,xdsl 6,HABILITADO,Activo
uiocvhermosac1,172.30.252.243,xdsl 24,HABILITADO,Activo
macjmalbar_m,172.20.38.254,xdsl 12,HABILITADO,Activo
trisjtoma,10.114.1.254,xdsl 46,HABILITADO,Activo
uiomccastros,172.30.254.179,xdsl 19,HABILITADO,Activo
uioafsalaza,172.30.249.86,xdsl 16,HABILITADO,Activo
uiolibreriastu2,172.30.254.92,xdsl 19,HABILITADO,Activo
blslecelia_m,10.111.3.253,xdsl 36,HABILITADO,Activo
LIBRE,172.20.20.254,xdsl 4,BLOQUEADO,Cancel
pormaquir,172.29.50.254,xdsl 24,HABILITADO,Activo
trocasuas,10.114.6.254,xdsl 40,HABILITADO,Activo
uiocgsilvam,172.30.251.84,xdsl 39,HABILITADO,Activo
manjcrive_m,172.28.34.249,xdsl 15,HABILITADO,Activo
uiocavivancoz1,172.30.249.35,xdsl 1,HABILITADO,Activo
quelrherr_m,172.22.53.254,xdsl 44,HABILITADO,Activo
milfvasquezb_m,172.16.21.241,xdsl 28,HABILITADO,Activo
porgcc.l,172.29.98.254,xdsl 23,HABILITADO,Activo
manrdguad_m,172.28.48.254,xdsl 48,HABILITADO,Activo
triddyane,10.114.3.253,xdsl 44,HABILITADO,Activo
saldealton_m,172.18.63.254,xdsl 23,HABILITADO,Activo
quemaramirezc,172.22.56.254,xdsl 19,HABILITADO,Activo
durejhida_m,172.17.133.254,xdsl 17,HABILITADO,Activo
uiosnbetancourt,172.30.249.164,xdsl 23,HABILITADO,Activo
LIBRE,172.22.103.254,xdsl 11,BLOQUEADO,In-Corte
zarjesanc_m,172.24.64.254,xdsl 35,HABILITADO,Activo
baldamotalv,172.26.3.254,xdsl 42,HABILITADO,Activo
jipafpluas_m,172.21.21.253,xdsl 39,HABILITADO,Activo
stlgrdelr2_m,172.18.56.254,xdsl 45,HABILITADO,Activo
triarchau_m,10.114.12.254,xdsl 34,HABILITADO,Activo
trieacont,10.114.16.254,xdsl 22,HABILITADO,Activo
trinmgoyesa,10.114.3.254,xdsl 41,HABILITADO,Activo
LIBRE,172.25.4.254,xdsl 24,BLOQUEADO,Cancel
queermora_m,172.22.52.254,xdsl 40,HABILITADO,Activo
LIBRE,172.16.106.253,xdsl 17,HABILITADO,In-Corte
manjmbasu_m,172.28.75.254,xdsl 26,HABILITADO,Activo
porfmajoyd_m,172.29.21.253,xdsl 26,HABILITADO,Activo
quethriosm,172.22.54.254,xdsl 41,HABILITADO,Activo
tromarami_m,10.114.2.254,xdsl 47,HABILITADO,Activo
mangjmarc_m,172.28.86.251,xdsl 48,HABILITADO,Activo
vindgcast,172.25.2.253,xdsl 35,HABILITADO,Activo
quelrsevi_m,172.22.53.254,xdsl 46,HABILITADO,Activo
libmacofesa,172.18.52.254,xdsl 43,HABILITADO,Activo
uiocanara,172.30.254.167,xdsl 46,HABILITADO,Cancel
vinjrloora,172.25.5.254,xdsl 20,HABILITADO,Activo
trohahere_m,10.114.4.254,xdsl 30,HABILITADO,Activo
sallaromero_m,172.18.58.254,xdsl 9,HABILITADO,Activo
pinenvelepu_m3,172.24.34.253,xdsl 44,HABILITADO,Activo
trolvsaldanal_m,10.114.5.254,xdsl 43,HABILITADO,Activo
millgviejon,172.16.24.253,xdsl 6,HABILITADO,Activo
quetvvera_m,172.22.44.254,xdsl 11,HABILITADO,Activo
zarjhmoraz_m,172.24.66.254,xdsl 4,HABILITADO,Activo
durelcede,172.17.105.254,xdsl 2,HABILITADO,Activo
cayrpadillac2,172.30.250.2,xdsl 15,HABILITADO,Activo
vinjrcoelloc,172.25.1.253,xdsl 21,HABILITADO,Activo
manmadelgad,172.28.112.246,xdsl 17,HABILITADO,Activo
palavcand,172.25.8.254,xdsl 15,HABILITADO,Cancel
LIBRE,172.21.37.254,xdsl 10,BLOQUEADO,In-Corte
mancacal_m,172.28.125.252,xdsl 31,HABILITADO,Activo
pinmjmora_m,172.24.32.253,xdsl 38,HABILITADO,Activo
quefnmatutep,172.22.66.254,xdsl 12,HABILITADO,Activo
queajbrio,172.22.29.254,xdsl 2,HABILITADO,Activo
jipencharam,172.21.26.254,xdsl 7,HABILITADO,Activo
gyeborn,172.27.73.254,xdsl 25,HABILITADO,Activo
quezgmele,172.22.52.253,xdsl 5,HABILITADO,Activo
vinwimaciast,172.25.2.254,xdsl 19,HABILITADO,Activo
milcvvill_m4,172.16.21.245,xdsl 42,HABILITADO,Activo
LIBRE,172.29.70.254,xdsl 5,BLOQUEADO,In-Corte
manmadelgad2_m,172.28.40.62,xdsl 16,HABILITADO,Activo
milobmartillo_m,172.16.57.254,xdsl 17,HABILITADO,Activo
vinedee_m,172.25.1.252,xdsl 22,HABILITADO,Activo
manraferr,172.28.125.254,xdsl 30,HABILITADO,Cancel
miljdalarco_m4,172.16.24.251,xdsl 14,HABILITADO,Activo
quepopugal,172.22.44.254,xdsl 48,HABILITADO,Activo
manmjarvis_m,172.28.50.254,xdsl 25,HABILITADO,Activo
vinjbvalv,172.25.3.254,xdsl 12,HABILITADO,Activo
quefscoel,172.22.21.252,xdsl 17,HABILITADO,Activo
quehpmaci_m,172.22.41.254,xdsl 8,HABILITADO,Activo
uioisasa,172.30.249.166,xdsl 10,HABILITADO,Activo
LIBRE,172.30.250.3,xdsl 46,BLOQUEADO,In-Corte
quekjburgosb_m,172.22.65.254,xdsl 9,HABILITADO,Activo
emprcaria_m,172.22.101.252,xdsl 4,HABILITADO,Activo
pinepalad_m,172.24.30.254,xdsl 11,HABILITADO,Activo
stllhalme_m,172.18.64.254,xdsl 13,HABILITADO,Activo
macexcelturis,172.20.22.251,xdsl 16,HABILITADO,Activo
manpapico_m,172.28.86.239,xdsl 26,HABILITADO,Activo
zarmeasan_m,172.24.70.254,xdsl 10,HABILITADO,Activo
uiobrpenaher_m,172.30.249.90,xdsl 3,HABILITADO,Activo
pinbgespinoza_m,172.24.52.254,xdsl 3,HABILITADO,Activo
zarmadelg_m3,172.24.65.254,xdsl 19,HABILITADO,Activo
uiogeandradeo1,172.30.249.165,xdsl 8,HABILITADO,Activo
balgwtriv,172.26.4.254,xdsl 40,HABILITADO,Activo
LIBRE,172.16.22.252,xdsl 5,BLOQUEADO,In-Corte
queerledesmam,172.22.50.254,xdsl 10,HABILITADO,Activo
quemccast_m,172.22.67.254,xdsl 33,HABILITADO,Activo
pinfjanaz_m,172.24.48.254,xdsl 28,HABILITADO,Cancel
poratcorralesv,172.29.46.254,xdsl 41,HABILITADO,Activo
uioarga_m8,172.30.251.89,xdsl 7,HABILITADO,Cancel
milsmmend_m6,172.16.60.254,xdsl 48,HABILITADO,Activo
milnalockes_m6,172.16.20.253,xdsl 5,HABILITADO,Activo
vinjecaic,172.25.1.250,xdsl 8,HABILITADO,Activo
uiosepintoy,172.30.251.50,xdsl 34,HABILITADO,Activo
LIBRE,172.16.45.254,xdsl 5,BLOQUEADO,In-Corte
mannjhualpab,172.28.125.251,xdsl 27,HABILITADO,Activo
poraebrav_m,172.29.86.254,xdsl 23,HABILITADO,Activo
uiosperez,172.30.252.171,xdsl 2,HABILITADO,Activo
porhbceva,172.29.78.254,xdsl 19,HABILITADO,Activo
libjobarzalloc1,172.18.55.254,xdsl 27,HABILITADO,Activo
quecazavalac,172.22.70.254,xdsl 14,HABILITADO,Activo
quenrtira_m,172.22.58.254,xdsl 37,HABILITADO,Activo
milcvserranog1,172.16.22.248,xdsl 16,HABILITADO,Activo
pinjhvalarezo_m,172.24.28.254,xdsl 45,HABILITADO,Cancel
quemachil_m,172.22.57.254,xdsl 26,HABILITADO,Activo
milmhalmar_m4,172.16.20.251,xdsl 22,HABILITADO,Activo
milvxsama_m,172.16.21.242,xdsl 7,HABILITADO,Activo
pordefariasm,172.29.94.254,xdsl 15,HABILITADO,Activo
uiosustenim,172.30.249.88,xdsl 10,HABILITADO,Activo
milncgavilanes,172.16.21.252,xdsl 19,HABILITADO,Activo
blsnachambah_m,10.111.2.254,xdsl 36,HABILITADO,Activo
uiomdeller,172.30.254.20,xdsl 11,HABILITADO,Activo
uioportiz,172.30.249.211,xdsl 22,HABILITADO,Activo
gyemgorte,172.17.112.254,xdsl 28,HABILITADO,Activo
blsrerome_m,10.111.3.254,xdsl 42,HABILITADO,Activo
balgomorochoc,172.26.2.254,xdsl 24,HABILITADO,Activo
milachiflag,172.16.39.254,xdsl 42,HABILITADO,Activo
milaaramo_m6,172.16.20.249,xdsl 11,HABILITADO,Activo
zaricvela_m,172.24.69.254,xdsl 12,HABILITADO,Activo
porjjnavi,172.29.106.252,xdsl 32,HABILITADO,Activo
pinmenegrons,172.24.34.254,xdsl 39,HABILITADO,Activo
pinhrmaca_m,172.24.47.254,xdsl 41,HABILITADO,Activo
manxmaciast,172.28.34.251,xdsl 28,HABILITADO,Activo
porngbellos_m,172.29.106.254,xdsl 7,HABILITADO,Activo
uioiacarvajalc1,172.30.251.85,xdsl 47,HABILITADO,Activo
porspsegoviag1,172.29.26.248,xdsl 43,HABILITADO,Activo
uiomamendezs,172.30.249.74,xdsl 10,HABILITADO,Activo
quepbhern_m,172.22.51.254,xdsl 2,HABILITADO,Cancel
gyeeaolay_m,172.17.120.254,xdsl 17,HABILITADO,Activo
pinsjcarrio_m3,172.24.30.253,xdsl 13,HABILITADO,Activo
bbhhwolve_m,172.23.37.254,xdsl 35,HABILITADO,Activo
jipinparralesp,172.21.32.254,xdsl 22,HABILITADO,Activo
macwfguam_m,172.20.45.254,xdsl 15,HABILITADO,Activo
gyercgala_m,172.17.112.253,xdsl 15,HABILITADO,Activo
miljlariasa,172.16.94.254,xdsl 8,HABILITADO,Cancel
mildmvasque_m6,172.16.22.254,xdsl 21,HABILITADO,Activo
uioimperquik,172.30.252.18,xdsl 8,HABILITADO,Activo
millmperezf_m4,172.16.20.250,xdsl 12,HABILITADO,Activo
uioyhauptfelda,172.30.249.146,xdsl 17,HABILITADO,Activo
uioamycomer,172.30.254.82,xdsl 48,HABILITADO,Activo
jipmptigu,172.21.34.254,xdsl 39,HABILITADO,Activo
porjemolinam,172.29.26.251,xdsl 42,HABILITADO,Activo
durjcsilvad1,172.17.104.254,xdsl 11,HABILITADO,Cancel
uiostavil,172.30.249.89,xdsl 4,HABILITADO,Activo
uiojmangosl,172.30.252.108,xdsl 2,HABILITADO,Activo
porcrbasu,172.29.62.254,xdsl 14,HABILITADO,Activo
milcmport_m,172.16.20.254,xdsl 17,HABILITADO,Activo
quejbtasi,172.22.21.254,xdsl 10,HABILITADO,Activo
milmmest_m6,172.16.22.246,xdsl 35,HABILITADO,Activo
jipdlchoezm,172.21.29.254,xdsl 32,HABILITADO,Activo
jipjkloorr,172.21.36.254,xdsl 12,HABILITADO,Activo
LIBRE,172.29.82.254,xdsl 44,BLOQUEADO,In-Corte
uiofsunta,172.30.249.179,xdsl 8,HABILITADO,Activo
LIBRE,172.17.127.254,xdsl 47,BLOQUEADO,In-Corte
porjcmarc,172.29.26.252,xdsl 7,HABILITADO,Activo
porjlordoneza1,172.29.26.250,xdsl 36,HABILITADO,Activo
LIBRE,172.30.251.132,xdsl 2,BLOQUEADO,In-Corte
gyefelope_m,172.17.112.253,xdsl 16,HABILITADO,Activo
LIBRE,172.20.45.254,xdsl 22,BLOQUEADO,In-Corte
jiptransjipija,172.21.32.254,xdsl 4,HABILITADO,Activo
bbhjrbast_m,172.23.37.254,xdsl 39,HABILITADO,Activo
queelcede,172.22.51.254,xdsl 37,HABILITADO,Activo
porwsmeciasz,172.29.26.248,xdsl 6,HABILITADO,Activo
pinfcvill_m,172.24.30.253,xdsl 25,HABILITADO,Activo
porbegalarzav,172.29.106.254,xdsl 46,HABILITADO,Activo
uiofxbara,172.30.249.74,xdsl 19,HABILITADO,Activo
uioncroja,172.30.251.85,xdsl 43,HABILITADO,Activo
pinabpala_m,172.24.34.254,xdsl 10,HABILITADO,Activo
manbmvela,172.28.34.251,xdsl 43,HABILITADO,Activo
pinjapint_m,172.24.47.254,xdsl 24,HABILITADO,Activo
zarscsanc_m,172.24.69.254,xdsl 2,HABILITADO,Activo
LIBRE,172.30.252.178,xdsl 7,BLOQUEADO,In-Corte
porfgtamayos,172.29.106.252,xdsl 16,HABILITADO,Activo
miljamedi_m6,172.16.20.249,xdsl 22,HABILITADO,Activo
libgelarap_m,172.18.39.254,xdsl 30,HABILITADO,Activo
milindust,172.16.39.254,xdsl 27,HABILITADO,Activo
balsmzoul_m,172.26.2.254,xdsl 36,HABILITADO,Activo
blsaa,10.111.3.254,xdsl 16,HABILITADO,Activo
gyehhtera_m,172.17.112.254,xdsl 16,HABILITADO,Cancel
manfaruizg_m,172.28.34.248,xdsl 46,HABILITADO,Activo
uiojahurt,172.30.249.211,xdsl 26,HABILITADO,Activo
uiocedill,172.30.254.20,xdsl 36,HABILITADO,Activo
blslasalazar_m,10.111.2.254,xdsl 21,HABILITADO,Cancel
porgarci,172.29.122.254,xdsl 34,HABILITADO,Activo
uiojmdaaned,172.30.249.88,xdsl 7,HABILITADO,Activo
milrhpena_m,172.16.21.252,xdsl 39,HABILITADO,Activo
porfddelgadom1,172.29.94.254,xdsl 5,HABILITADO,Activo
milmmmaci_m4,172.16.20.251,xdsl 36,HABILITADO,Activo
pinhmaguilara1,172.24.28.254,xdsl 22,HABILITADO,Cancel
quemdchan_m,172.22.70.254,xdsl 38,HABILITADO,Activo
queforicaurteb,172.22.58.254,xdsl 9,HABILITADO,Activo
milndortizj1,172.16.22.248,xdsl 19,HABILITADO,Activo
libcareye_m,172.18.55.254,xdsl 21,HABILITADO,Activo
LIBRE,172.30.253.76,xdsl 23,BLOQUEADO,In-Corte
porrjcede,172.29.78.254,xdsl 4,HABILITADO,Activo
LIBRE,172.29.86.254,xdsl 9,BLOQUEADO,In-Corte
uiosdviteris,172.30.252.171,xdsl 15,HABILITADO,Activo
quencorte,172.22.33.254,xdsl 28,HABILITADO,Activo
manedumarr,172.28.125.251,xdsl 3,HABILITADO,Activo
uiolcramonz,172.30.251.50,xdsl 42,HABILITADO,Activo
vinafmuno,172.25.1.250,xdsl 30,HABILITADO,Activo
milmmleong_m6,172.16.20.253,xdsl 34,HABILITADO,Cancel
millkhuaconp_m6,172.16.60.254,xdsl 27,HABILITADO,Activo
porhamaciasc,172.29.46.254,xdsl 29,HABILITADO,Activo
uiovhestr_m,172.30.251.89,xdsl 10,HABILITADO,Activo
pinyiapoloa1,172.24.48.254,xdsl 27,HABILITADO,Cancel
miljaguam_m8,172.16.22.252,xdsl 4,HABILITADO,Activo
queescani,172.22.50.254,xdsl 21,HABILITADO,Cancel
quejbpera,172.22.67.254,xdsl 30,HABILITADO,Activo
balllguan_m,172.26.4.254,xdsl 35,HABILITADO,Activo
uioashantisa,172.30.249.165,xdsl 1,HABILITADO,Activo
zarjeguti_m,172.24.65.254,xdsl 23,HABILITADO,Activo
uiobjpazy1,172.30.249.90,xdsl 30,HABILITADO,Activo
pincasanchezo1,172.24.52.254,xdsl 43,HABILITADO,Activo
milskmaggio_m6,172.16.45.254,xdsl 17,HABILITADO,Activo
manjfmene_m,172.28.86.239,xdsl 41,HABILITADO,Activo
zarjacast_m,172.24.70.254,xdsl 22,HABILITADO,Activo
macjfdiazc_m,172.20.22.251,xdsl 18,HABILITADO,Activo
stltlpere_m,172.18.64.254,xdsl 16,HABILITADO,Activo
empchalon_m,172.22.101.252,xdsl 38,HABILITADO,Activo
pinrounuzungo_m,172.24.30.254,xdsl 17,HABILITADO,Activo
quemaviva,172.22.65.254,xdsl 48,HABILITADO,Activo
cayemotaval,172.30.250.3,xdsl 9,HABILITADO,Activo
uiojpriva_m,172.30.249.166,xdsl 12,HABILITADO,Cancel
quetecabr,172.22.21.252,xdsl 13,HABILITADO,Activo
vinaybena_m,172.25.3.254,xdsl 42,HABILITADO,Activo
milmjrabasc_m,172.16.24.251,xdsl 41,HABILITADO,Activo
mannmdelg,172.28.50.254,xdsl 43,HABILITADO,Cancel
queggrodriguer2,172.22.44.254,xdsl 32,HABILITADO,Activo
mantgchenv_m,172.28.125.254,xdsl 21,HABILITADO,Cancel
vinvscerezos_m,172.25.1.252,xdsl 10,HABILITADO,Activo
miljemonca_m,172.16.57.254,xdsl 5,HABILITADO,Activo
manjlavellan2_m,172.28.40.62,xdsl 32,HABILITADO,Activo
pordadelg2,172.29.70.254,xdsl 29,HABILITADO,Activo
millrhoyosm_m6,172.16.21.245,xdsl 47,HABILITADO,Activo
queefluac_m,172.22.52.253,xdsl 47,HABILITADO,Activo
vinmrosadom,172.25.2.254,xdsl 24,HABILITADO,Activo
pinearomero_m,172.24.51.254,xdsl 4,HABILITADO,Activo
gyeadminwtc,172.27.73.254,xdsl 33,HABILITADO,Activo
jiphbdelg,172.21.26.254,xdsl 41,HABILITADO,Activo
quecevacac_m,172.22.66.254,xdsl 8,HABILITADO,Activo
quefjtayw_m,172.22.29.254,xdsl 46,HABILITADO,Activo
jipnlayonc,172.21.37.254,xdsl 15,HABILITADO,Activo
manjponcea,172.28.125.252,xdsl 20,HABILITADO,Activo
vinrjloza2_m,172.25.1.253,xdsl 39,HABILITADO,Activo
mantchristianse,172.28.112.246,xdsl 11,HABILITADO,Activo
durnecede,172.17.105.254,xdsl 35,HABILITADO,Activo
milmejarap_m6,172.16.22.253,xdsl 25,HABILITADO,Activo
baljfagua,172.26.2.252,xdsl 6,HABILITADO,Activo
zarwprome,172.24.66.254,xdsl 25,HABILITADO,Activo
milyayane_m6,172.16.24.253,xdsl 3,HABILITADO,Activo
milmwu_m6,172.16.21.254,xdsl 27,HABILITADO,Activo
sallmmuno_m,172.18.58.254,xdsl 46,HABILITADO,Activo
pinoflarg,172.24.34.253,xdsl 18,HABILITADO,Activo
tromcgarciae,10.114.5.254,xdsl 29,HABILITADO,Activo
LIBRE,172.25.1.254,xdsl 13,BLOQUEADO,In-Corte
vinvdposl,172.25.5.254,xdsl 22,HABILITADO,Activo
trodggomezv,10.114.10.254,xdsl 28,HABILITADO,Activo
vinwaarreag,172.25.6.254,xdsl 41,HABILITADO,Activo
libejvelo_m,172.18.52.254,xdsl 8,HABILITADO,Cancel
pinmjlojanq_m,172.24.32.254,xdsl 22,HABILITADO,Activo
uiosayora,172.30.254.167,xdsl 7,HABILITADO,Activo
empivcarr_m,172.22.101.254,xdsl 43,HABILITADO,Activo
vinnapoeliguad,172.25.2.253,xdsl 12,HABILITADO,Activo
quemereye_m,172.22.53.254,xdsl 28,HABILITADO,Activo
milasaman_m,172.16.63.254,xdsl 7,HABILITADO,Activo
trosjalquingal,10.114.2.254,xdsl 22,HABILITADO,Activo
porivalarezoc,172.29.21.253,xdsl 27,HABILITADO,Activo
LIBRE,172.28.75.254,xdsl 6,BLOQUEADO,Cancel
palraramirezp1,172.25.8.254,xdsl 38,HABILITADO,Activo
vinwronofrev_m,172.25.2.252,xdsl 19,HABILITADO,Activo
queajqueza,172.22.52.254,xdsl 6,HABILITADO,Cancel
vindssanc,172.25.4.254,xdsl 26,HABILITADO,Activo
trirrrodasi_m,10.114.3.254,xdsl 27,HABILITADO,Activo
trijacarr,10.114.16.254,xdsl 24,HABILITADO,Activo
tricaalva2,10.114.12.254,xdsl 37,HABILITADO,Activo
stlejrodr23,172.18.56.254,xdsl 14,HABILITADO,Cancel
jipebayonp,172.21.21.253,xdsl 26,HABILITADO,Activo
quevagomezl,172.22.56.253,xdsl 22,HABILITADO,Activo
zarmecast_m,172.24.64.254,xdsl 28,HABILITADO,Activo
empyafran_m,172.22.103.254,xdsl 19,HABILITADO,Activo
durjcgord_m,172.17.133.254,xdsl 29,HABILITADO,Activo
quertova,172.22.56.254,xdsl 15,HABILITADO,Activo
uiosdchiriboga,172.30.249.164,xdsl 35,HABILITADO,Activo
pormiguerrer_m,172.29.98.254,xdsl 24,HABILITADO,Cancel
tritriaertot,10.114.3.253,xdsl 7,HABILITADO,Activo
salpjrive_m,172.18.63.254,xdsl 18,HABILITADO,Activo
LIBRE,172.28.48.254,xdsl 31,BLOQUEADO,In-Corte
manjaanchundia,172.28.34.254,xdsl 39,HABILITADO,Activo
millfrobl_m6,172.16.21.241,xdsl 10,HABILITADO,Activo
manfaguilars_m,172.28.34.249,xdsl 24,HABILITADO,Activo
yagmejmen,172.16.106.254,xdsl 38,HABILITADO,Cancel
pordezambra,172.29.50.254,xdsl 30,HABILITADO,Activo
uioagarciaw,172.30.251.84,xdsl 10,HABILITADO,Activo
